accuracy,auroc,elapsed_s,fn,fnr,fp,fpr,hard_neg_fpr,layer,n_seeds,overtrigger_fpr,probe_type,threshold,tn,tp,val_auroc,val_weighted_error,weighted_error
0.9761904761904762,1.0,29.68,1.0,0.058823529411764705,0.0,0.0,0.0,21,100,0.0,linear,0.8084065318107605,25.0,16.0,1.0,0.0,0.29411764705882354
0.9523809523809523,1.0,102.82,2.0,0.11764705882352941,0.0,0.0,0.0,21,100,0.0,max_rolling_mean,0.995144248008728,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,59.68,2.0,0.11764705882352941,0.0,0.0,0.0,21,100,0.0,mlp,0.9909021258354187,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,69.93,2.0,0.11764705882352941,0.0,0.0,0.0,21,100,0.0,multimax,0.994541585445404,25.0,15.0,1.0,0.0,0.5882352941176471
0.9761904761904762,1.0,90.92,1.0,0.058823529411764705,0.0,0.0,0.0,22,100,0.0,attention,0.9933223128318787,25.0,16.0,1.0,0.0,0.29411764705882354
0.9761904761904762,1.0,30.63,1.0,0.058823529411764705,0.0,0.0,0.0,22,100,0.0,ema,0.8061169981956482,25.0,16.0,1.0,0.0,0.29411764705882354
0.9761904761904762,1.0,29.56,1.0,0.058823529411764705,0.0,0.0,0.0,22,100,0.0,linear,0.8061169981956482,25.0,16.0,1.0,0.0,0.29411764705882354
0.9761904761904762,1.0,94.27,1.0,0.058823529411764705,0.0,0.0,0.0,22,100,0.0,max_rolling_mean,0.9933223128318787,25.0,16.0,1.0,0.0,0.29411764705882354
0.9523809523809523,1.0,60.76,2.0,0.11764705882352941,0.0,0.0,0.0,22,100,0.0,mlp,0.9883911609649658,25.0,15.0,1.0,0.0,0.5882352941176471
0.9761904761904762,1.0,67.45,1.0,0.058823529411764705,0.0,0.0,0.0,22,100,0.0,multimax,0.9930732846260071,25.0,16.0,1.0,0.0,0.29411764705882354
0.9761904761904762,1.0,86.12,1.0,0.058823529411764705,0.0,0.0,0.0,23,100,0.0,attention,0.9959891438484192,25.0,16.0,1.0,0.0,0.29411764705882354
0.9761904761904762,1.0,29.95,1.0,0.058823529411764705,0.0,0.0,0.0,23,100,0.0,ema,0.8397806882858276,25.0,16.0,1.0,0.0,0.29411764705882354
0.9761904761904762,1.0,30.84,1.0,0.058823529411764705,0.0,0.0,0.0,23,100,0.0,linear,0.8397806882858276,25.0,16.0,1.0,0.0,0.29411764705882354
0.9761904761904762,1.0,102.13,1.0,0.058823529411764705,0.0,0.0,0.0,23,100,0.0,max_rolling_mean,0.9959891438484192,25.0,16.0,1.0,0.0,0.29411764705882354
0.9523809523809523,1.0,63.8,2.0,0.11764705882352941,0.0,0.0,0.0,23,100,0.0,mlp,0.9924079179763794,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,75.01,2.0,0.11764705882352941,0.0,0.0,0.0,23,100,0.0,multimax,0.9962249994277954,25.0,15.0,1.0,0.0,0.5882352941176471
0.9761904761904762,1.0,86.2,1.0,0.058823529411764705,0.0,0.0,0.0,24,100,0.0,attention,0.9966499209403992,25.0,16.0,1.0,0.0,0.29411764705882354
0.9761904761904762,1.0,31.02,1.0,0.058823529411764705,0.0,0.0,0.0,24,100,0.0,ema,0.8429037928581238,25.0,16.0,1.0,0.0,0.29411764705882354
0.9761904761904762,1.0,31.75,1.0,0.058823529411764705,0.0,0.0,0.0,24,100,0.0,linear,0.8429037928581238,25.0,16.0,1.0,0.0,0.29411764705882354
0.9761904761904762,1.0,94.16,1.0,0.058823529411764705,0.0,0.0,0.0,24,100,0.0,max_rolling_mean,0.9966499209403992,25.0,16.0,1.0,0.0,0.29411764705882354
0.9523809523809523,1.0,62.32,2.0,0.11764705882352941,0.0,0.0,0.0,24,100,0.0,mlp,0.993190348148346,25.0,15.0,1.0,0.0,0.5882352941176471
0.9761904761904762,1.0,67.97,1.0,0.058823529411764705,0.0,0.0,0.0,24,100,0.0,multimax,0.9967725872993469,25.0,16.0,1.0,0.0,0.29411764705882354
0.9523809523809523,1.0,88.3,2.0,0.11764705882352941,0.0,0.0,0.0,25,100,0.0,attention,0.99795001745224,25.0,15.0,1.0,0.0,0.5882352941176471
0.9761904761904762,1.0,30.95,1.0,0.058823529411764705,0.0,0.0,0.0,25,100,0.0,ema,0.8585633635520935,25.0,16.0,1.0,0.0,0.29411764705882354
0.9761904761904762,1.0,34.01,1.0,0.058823529411764705,0.0,0.0,0.0,25,100,0.0,linear,0.8585633635520935,25.0,16.0,1.0,0.0,0.29411764705882354
0.9523809523809523,1.0,103.59,2.0,0.11764705882352941,0.0,0.0,0.0,25,100,0.0,max_rolling_mean,0.99795001745224,25.0,15.0,1.0,0.0,0.5882352941176471
0.9523809523809523,1.0,63.28,2.0,0.11764705882352941,0.0,0.0,0.0,25,100,0.0,mlp,0.9945225715637207,25.0,15.0,1.0,0.0,0.5882352941176471
